time,concentration_of_chlorophyll_in_water,chl
1999-07-23,,10.520529747009276
1999-07-24,,11.505815505981445
1999-07-25,,8.477763175964355
1999-07-26,8.56,7.956332683563232
1999-07-27,,6.607755661010742
1999-07-28,,21.609695434570312
1999-07-29,,11.142029762268066
1999-07-30,,18.871524810791016
1999-07-31,,19.303375244140625
1999-08-01,,5.3480377197265625
1999-08-02,,10.47670078277588
1999-08-03,,8.80353832244873
1999-08-04,,9.029410362243652
1999-08-05,,8.979214668273926
1999-08-06,,9.575380325317383
1999-08-07,,9.190752983093262
1999-08-08,,8.608498573303223
1999-08-09,6.96,8.001813888549805
1999-08-10,,6.297191619873048
1999-08-11,,5.852202892303468
1999-08-12,,4.88615608215332
1999-08-13,,4.575339317321777
1999-08-14,,3.1240966320037837
1999-08-15,,3.17338228225708
1999-08-16,,3.4104607105255127
1999-08-17,,3.7894563674926762
1999-08-18,,2.8845715522766118
1999-08-19,,2.608438491821289
1999-08-20,,2.7862567901611333
1999-08-21,,3.577666521072388
1999-08-22,,4.791722297668457
1999-08-23,5.86,5.860556125640869
1999-08-24,,8.104621887207031
1999-08-25,,9.240350723266602
1999-08-26,,8.253151893615723
1999-08-27,,7.678511619567871
1999-08-28,,5.382996082305908
1999-08-29,,8.027466773986816
1999-08-30,,7.864583969116211
1999-08-31,,8.111634254455566
1999-09-01,,4.064210891723634
1999-09-02,,4.533218860626222
1999-09-03,,5.111471652984619
1999-09-04,,5.111513137817383
1999-09-05,,4.11483097076416
1999-09-06,5.9,3.975286960601807
1999-09-07,,5.790356636047362
1999-09-08,,6.13796329498291
1999-09-09,,8.928407669067383
1999-09-10,,10.284001350402832
1999-09-11,,6.89182186126709
1999-09-12,,9.737525939941406
1999-09-13,,9.267149925231934
1999-09-14,,9.429606437683104
1999-09-15,,7.779184818267822
1999-09-16,,4.739613056182861
1999-09-17,,4.6883320808410645
1999-09-18,,4.524892807006836
1999-09-19,,4.4208102226257315
1999-09-20,,4.140876770019531
1999-09-21,,1.8439141511917116
1999-09-22,6.72,1.8692284822463991
1999-09-23,,2.6953229904174805
1999-09-24,,2.6743528842926025
1999-09-25,,2.882680654525757
1999-09-26,,2.6511361598968506
1999-09-27,,2.7443244457244877
1999-09-28,,2.648972749710083
1999-09-29,,2.9607210159301762
1999-09-30,,3.4085674285888667
1999-10-01,,3.5116004943847656
1999-10-02,,3.1337184906005864
1999-10-03,,3.752240896224976
1999-10-04,2.22,3.592482805252075
1999-10-05,,3.703059911727905
1999-10-06,,3.3837189674377437
1999-10-07,,3.48348069190979
1999-10-08,,3.5272202491760254
1999-10-09,,3.756802797317505
1999-10-10,,4.336896896362306
1999-10-11,,4.114715099334717
1999-10-12,,3.9175293445587163
1999-10-13,,4.040750980377196
1999-10-14,,3.8926668167114262
1999-10-15,,3.391336679458618
1999-10-16,,3.4786183834075928
1999-10-17,,4.616984844207764
1999-10-18,,3.2535033226013184
1999-10-19,,4.2121057510375985
1999-10-20,3.98,3.4236199855804443
1999-10-21,,3.421536684036255
1999-10-22,,3.826158046722412
1999-10-23,,3.9178769588470463
1999-10-24,,5.0102195739746085
1999-10-25,,4.926746368408203
1999-10-26,,3.567373991012573
1999-10-27,,4.164000988006592
1999-10-28,,3.9448647499084473
1999-10-29,,3.957762241363525
1999-10-30,,3.3050870895385738
1999-10-31,,3.2789323329925537
1999-11-01,,3.2916975021362305
1999-11-02,,3.738057851791382
1999-11-03,,3.4645354747772217
1999-11-04,,2.968505382537842
1999-11-05,,3.1013433933258057
1999-11-06,,2.8619959354400635
1999-11-07,,3.05975341796875
1999-11-08,,3.0112624168396
1999-11-09,,4.021637916564941
1999-11-10,,3.634311437606812
1999-11-11,,3.0766360759735107
1999-11-12,,3.6276335716247563
1999-11-13,,3.63777756690979
1999-11-14,,4.1314897537231445
1999-11-15,,5.916602611541747
1999-11-19,,4.231210231781007
1999-11-20,,4.173325061798097
1999-11-21,,4.173717021942139
1999-11-22,6.18,4.068465709686278
1999-11-23,,4.064474105834962
1999-11-24,,2.9128110408782963
1999-11-25,,3.173667430877685
1999-11-26,,3.623121976852417
1999-11-27,,3.586305856704712
1999-11-28,,2.6544013023376465
1999-11-29,,2.413436889648437
1999-11-30,,2.96978497505188
1999-12-01,,1.6645442247390747
1999-12-02,,1.9131220579147337
1999-12-03,,1.7940670251846311
1999-12-04,,2.3311681747436523
1999-12-05,,2.38892674446106
1999-12-06,,2.2903988361358643
1999-12-07,,2.2818171977996826
1999-12-08,,2.2905592918396
1999-12-09,,2.29477858543396
1999-12-10,,2.38568115234375
1999-12-11,,2.287771701812744
1999-12-12,,2.280810594558716
1999-12-13,,2.2903451919555664
1999-12-14,,2.291723251342773
1999-12-15,,2.2920806407928467
1999-12-16,,2.301499128341675
1999-12-17,,2.2386369705200195
1999-12-18,,2.2350382804870605
1999-12-19,,2.191769361495972
1999-12-20,,2.3108806610107417
1999-12-21,1.16,1.4772505760192869
1999-12-22,,1.471045970916748
1999-12-23,,1.4773237705230713
1999-12-24,,1.609241247177124
1999-12-25,,1.6000243425369265
1999-12-26,,1.6058982610702517
1999-12-27,,1.5996800661087036
1999-12-28,,1.5956848859786987
1999-12-29,,1.5926156044006348
1999-12-30,,1.5673506259918213
1999-12-31,,1.7235968112945557
2000-01-01,,1.8096866607666016
2000-01-02,,1.8166923522949217
2000-01-03,,1.828398823738098
2000-01-04,,1.8476791381835935
2000-01-05,,1.6781051158905032
2000-01-06,,1.7734738588333132
2000-01-07,,1.7872452735900881
2000-01-08,,1.890649914741516
2000-01-09,,1.8784310817718504
2000-01-10,,2.0112547874450684
2000-01-11,,2.3515288829803467
2000-01-12,,2.8530635833740234
2000-01-13,,3.1448206901550293
2000-01-14,,3.184711456298828
2000-01-15,,3.3497722148895264
2000-01-16,,3.3832683563232417
2000-01-17,,3.0825271606445312
2000-01-18,,3.136767864227295
2000-01-19,,4.8974809646606445
2000-01-20,3.18,4.8421173095703125
2000-01-21,,4.618606090545653
2000-01-22,,4.571535587310791
2000-01-23,,4.039571762084962
2000-01-24,,2.5869622230529785
2000-01-25,,2.7433974742889404
2000-01-26,,2.7085323333740234
2000-01-27,,2.735026359558105
2000-01-28,,2.2923479080200195
2000-01-29,,2.9601638317108154
2000-01-30,,3.474240779876709
2000-01-31,,3.549194812774658
2000-02-01,,3.872305870056152
2000-02-02,,3.323876142501831
2000-02-03,,3.088593006134033
2000-02-04,,3.1111872196197514
2000-02-05,,3.1007773876190186
2000-02-06,,3.085549116134644
2000-02-07,,3.5318403244018555
2000-02-08,,4.067156791687012
2000-02-09,,3.5405478477478027
2000-02-10,,3.428691864013672
2000-02-11,,3.1618530750274663
2000-02-12,,3.214924097061157
2000-02-13,,3.0194008350372314
2000-02-14,,3.3411412239074707
2000-02-15,,2.6164283752441406
2000-02-16,,2.270024299621582
2000-02-17,1.64,2.2609550952911377
2000-02-18,,2.059223175048828
2000-02-19,,2.2168173789978027
2000-02-20,,2.700292587280273
2000-02-21,,2.635671854019165
2000-02-22,,2.9590120315551762
2000-02-23,,2.948030948638916
2000-02-24,,2.9565272331237797
2000-02-25,,2.907247304916382
2000-02-26,,2.9200208187103267
2000-02-27,,2.9393606185913086
2000-02-28,,3.0208311080932617
2000-02-29,,2.6615474224090576
2000-03-01,,2.0162315368652344
2000-03-02,2.04,2.01813006401062
2000-03-03,,2.681485414505005
2000-03-04,,2.215627908706665
2000-03-05,,2.226916551589966
2000-03-06,,2.234348773956299
2000-03-07,,3.507858991622925
2000-03-08,,3.776602506637573
2000-03-09,,3.6902897357940674
2000-03-10,,3.670676946640015
2000-03-11,,2.468547105789185
2000-03-12,,2.3383748531341557
2000-03-13,,2.3634355068206787
2000-03-14,,2.587104797363281
2000-03-15,,2.7883529663085938
2000-03-16,5.54,2.912726402282715
2000-03-17,,3.0259859561920166
2000-03-18,,3.72054386138916
2000-03-19,,3.3076367378234863
2000-03-20,,3.4312427043914795
2000-03-21,,3.2715861797332764
2000-03-22,,3.0558323860168457
2000-03-23,,2.821474552154541
2000-03-24,,2.9053728580474854
2000-03-26,,3.3494904041290283
2000-03-27,,2.1617474555969243
2000-03-28,,1.757549285888672
2000-03-29,,2.247234582901001
2000-03-30,5.78,2.5565152168273926
2000-03-31,,2.4835894107818604
2000-04-01,,2.8951048851013184
2000-04-02,,3.5381565093994136
2000-04-03,,4.475480079650879
2000-04-04,,4.6987833976745605
2000-04-05,,4.702425003051758
2000-04-06,,5.307052612304688
2000-04-07,,6.2444281578063965
2000-04-08,,6.2464470863342285
2000-04-09,,6.102611541748048
2000-04-10,,4.7045555114746085
2000-04-11,,4.7087135314941415
2000-04-12,,4.699990749359131
2000-04-13,,2.2798631191253658
2000-04-14,,2.01027512550354
2000-04-15,,2.008795976638794
2000-04-16,,3.7464759349823
2000-04-17,8.04,5.632096767425537
2000-04-18,,6.3713860511779785
2000-04-19,,4.381181716918944
2000-04-20,,4.3662381172180185
2000-04-21,,8.447704315185549
2000-04-22,,9.086703300476074
2000-04-23,,17.017597198486328
2000-04-24,,18.516735076904297
2000-04-25,,11.251351356506348
2000-04-26,,16.225776672363278
2000-04-27,,11.223949432373047
2000-04-28,,11.065587997436523
2000-04-29,,11.865880966186525
2000-04-30,,10.592558860778807
2000-05-01,58.2,16.17430305480957
2000-05-02,,15.603474617004395
2000-05-03,,15.974614143371582
2000-05-04,,15.991228103637695
2000-05-05,,14.903943061828613
2000-05-06,,33.48737335205078
2000-05-07,,14.374794960021973
2000-05-08,,11.055851936340332
2000-05-09,,9.264034271240234
2000-05-10,,14.045754432678224
2000-05-11,,16.018266677856445
2000-05-12,,9.1591157913208
2000-05-13,,24.405946731567386
2000-05-14,,6.1335387229919425
2000-05-15,4.28,14.872395515441895
2000-05-16,,3.4467904567718506
2000-05-17,,2.2257771492004395
2000-05-20,,2.9776184558868413
2000-05-21,,3.153940439224243
2000-05-22,,8.009961128234862
2000-05-23,,8.007467269897461
2000-05-24,,25.662635803222656
2000-05-26,,6.491793155670166
2000-05-27,,3.819159984588623
2000-05-28,,4.4379844665527335
2000-05-29,,2.426677942276001
2000-05-30,10.6,3.69480037689209
2000-05-31,,11.487618446350098
2000-06-01,,11.488359451293945
2000-06-02,,13.96697235107422
2000-06-03,,15.05882740020752
2000-06-04,,4.888124465942383
2000-06-05,,4.495347499847412
2000-06-06,,5.272874355316162
2000-06-07,,4.598510265350342
2000-06-08,,6.427675724029541
2000-06-09,,5.987356662750244
2000-06-10,,5.987301826477051
2000-06-11,,5.569611072540283
2000-06-12,,8.33967399597168
2000-06-13,7.18,8.077475547790527
2000-06-14,,8.845605850219727
2000-06-15,,10.479960441589355
2000-06-16,,3.925079345703125
2000-06-17,,12.90991497039795
2000-06-18,,17.513736724853516
2000-06-19,,9.551478385925293
2000-06-20,,8.888387680053711
2000-06-21,,6.261460781097412
2000-06-22,,4.554424285888672
2000-06-23,,4.419322967529297
2000-06-24,,4.633508682250977
2000-06-25,,3.39490818977356
2000-06-26,,3.284200429916382
2000-06-27,,3.4236268997192383
2000-06-28,5.94,3.256802082061768
2000-06-29,,2.885123014450073
2000-06-30,,3.504848003387451
2000-07-01,,3.0433118343353267
2000-07-02,,4.308117389678955
2000-07-03,,3.673618316650391
2000-07-04,,4.959402561187744
2000-07-05,,3.7730772495269775
2000-07-06,,3.2721233367919917
2000-07-07,,3.1960604190826416
2000-07-08,,3.17131781578064
2000-07-09,,3.2124054431915283
2000-07-11,,4.618483543395996
2000-07-12,,4.533348560333252
2000-07-13,,4.448537826538086
2000-07-14,,4.124911308288573
2000-07-15,,4.2764739990234375
2000-07-16,,4.558496952056885
2000-07-17,,5.436102390289307
2000-07-18,,5.457035541534424
2000-07-19,,5.56075382232666
2000-07-20,,6.495450496673584
2000-07-21,,5.98813009262085
2000-07-22,,6.077462196350098
2000-07-23,,5.596863746643066
2000-07-24,,5.7609825134277335
2000-07-25,,8.614804267883299
2000-07-26,,8.811261177062988
2000-07-27,8.92,9.493343353271484
2000-07-28,,9.68419075012207
2000-07-29,,4.492757797241211
2000-07-30,,4.4845309257507315
2000-07-31,,6.685060501098633
2000-08-01,,9.932185173034668
2000-08-02,,15.250307083129885
2000-08-03,,6.815622329711914
2000-08-04,,3.0440516471862797
2000-08-05,,2.7547895908355717
2000-08-06,,2.65920639038086
2000-08-07,,4.352050304412842
2000-08-08,,4.359886646270752
2000-08-09,,11.892210006713867
2000-08-10,,12.152589797973633
2000-08-11,,4.538614749908447
2000-08-12,,6.408470630645753
2000-08-13,,6.1954383850097665
2000-08-14,,5.921922206878662
2000-08-15,,4.548161029815674
2000-08-16,,4.6878509521484375
2000-08-17,,3.185513973236084
2000-08-18,,5.143740653991699
2000-08-19,,6.071433067321777
2000-08-20,,6.076125144958496
2000-08-21,,6.128506660461426
2000-08-22,,5.839766025543213
2000-08-23,,5.618644714355469
2000-08-24,,14.684914588928224
2000-08-25,,7.8445396423339835
2000-08-26,,10.848005294799805
2000-08-27,,6.654082775115968
2000-08-28,,4.660318374633789
2000-08-29,,3.7060272693634033
2000-08-30,,4.4687843322753915
2000-08-31,,4.6975297927856445
2000-09-01,,4.40500545501709
2000-09-02,,3.7364752292633057
2000-09-03,,3.334834575653076
2000-09-04,,3.214619874954224
2000-09-05,,3.911627531051636
2000-09-06,,4.820582866668701
2000-09-07,,4.905386447906494
2000-09-08,,5.138465404510498
2000-09-09,,5.128002643585205
2000-09-10,,5.049409866333008
2000-09-11,,10.959485054016113
2000-09-12,,10.582437515258787
2000-09-13,9.38,10.206781387329102
2000-09-14,,4.898275852203369
2000-09-15,,3.8945496082305913
2000-09-16,,2.469888687133789
2000-09-17,,2.2925865650177
2000-09-18,,4.277669429779054
2000-09-19,,4.2626614570617685
2000-09-20,,4.262660503387451
2000-09-21,,4.472372531890869
2000-09-22,,8.999253273010254
2000-09-23,,10.310029983520508
2000-09-24,,7.7510929107666025
2000-09-25,11.2,4.8546977043151855
2000-09-26,,4.927231311798097
2000-09-27,,6.313471794128418
2000-09-28,,6.3192505836486825
2000-09-29,,6.153954029083253
2000-09-30,,4.989644527435303
2000-10-01,,3.828270673751831
2000-10-02,,4.110137462615967
2000-10-03,,4.41223669052124
2000-10-04,,4.775053977966309
2000-10-05,,3.926835775375366
2000-10-06,,3.899169445037842
2000-10-07,,4.006241798400879
2000-10-08,,4.805685043334961
2000-10-09,,8.708806991577147
2000-10-10,,8.694683074951174
2000-10-11,3.26,4.638695240020752
2000-10-12,,4.702568531036377
2000-10-13,,4.488136291503906
2000-10-14,,4.2246994972228995
2000-10-15,,3.2275044918060303
2000-10-16,,2.737969398498535
2000-10-17,,2.510186195373535
2000-10-18,,2.426389217376709
2000-10-19,,2.6095776557922363
2000-10-20,,2.6096570491790767
2000-10-21,,2.704782009124756
2000-10-22,,4.035533428192139
2000-10-23,,4.08872652053833
2000-10-24,,4.098592281341554
2000-10-25,,3.2629237174987797
2000-10-26,5.64,3.3098745346069336
2000-10-27,,3.148136138916016
2000-10-28,,3.2682807445526123
2000-10-29,,2.317816734313965
2000-10-30,,2.5203022956848145
2000-10-31,,3.1033780574798584
2000-11-01,,3.1786656379699707
2000-11-02,,3.1964709758758545
2000-11-03,,3.1908118724823
2000-11-04,,2.92748498916626
2000-11-05,,4.032239913940431
2000-11-06,,3.9943087100982666
2000-11-07,,4.035471439361571
2000-11-08,,3.996150016784668
2000-11-09,,3.998403310775757
2000-11-10,,3.778344631195069
2000-11-11,,4.001089096069337
2000-11-12,,4.093434810638429
2000-11-13,,3.2237546443939213
2000-11-14,,2.637713432312012
2000-11-15,,1.92522656917572
2000-11-16,,1.8923451900482176
2000-11-19,,2.3046977519989014
2000-11-20,,2.436223030090332
2000-11-21,,2.511775016784668
2000-11-22,1.56,2.206017017364502
2000-11-23,,2.1037187576293945
2000-11-24,,1.605337619781494
2000-11-25,,1.5092329978942869
2000-11-26,,2.1349194049835205
2000-11-27,,2.527061462402344
2000-11-28,,2.375448703765869
2000-11-29,,3.215864419937134
2000-11-30,,3.6426115036010738
2000-12-01,,3.4697768688201904
2000-12-02,,2.8419156074523926
2000-12-03,,2.769101858139038
2000-12-04,,2.8856518268585205
2000-12-05,,2.933215618133545
2000-12-06,,2.6068835258483887
2000-12-07,,2.520968437194824
2000-12-08,,2.3662631511688232
2000-12-10,0.58,1.602080464363098
2000-12-11,,1.6047440767288208
2000-12-12,,1.7316668033599854
2000-12-13,,1.6416925191879272
2000-12-14,,1.6212213039398191
2000-12-15,,1.5361135005950928
2000-12-16,,1.6210849285125732
2000-12-17,,3.2038846015930176
2000-12-18,,3.1195993423461914
2000-12-19,,2.464282989501953
2000-12-20,,2.4955954551696777
2000-12-21,2.58,4.428628921508789
2000-12-22,,3.0213615894317627
2000-12-23,,3.0163614749908447
2000-12-24,,3.4763083457946777
2000-12-25,,3.5103440284729004
2000-12-26,,2.971867561340332
2000-12-27,,2.866255044937134
2000-12-28,,3.530748128890991
2000-12-29,,3.010695695877075
2000-12-30,,3.277742862701416
2000-12-31,,4.202062129974365
2001-01-01,,5.594940185546875
2001-01-02,,5.571334838867188
2001-01-03,,5.923741817474365
2001-01-04,,5.564888000488281
2001-01-05,,4.905519008636475
2001-01-06,,4.905832290649414
2001-01-07,,1.8492895364761357
2001-01-08,,1.756005048751831
2001-01-09,,2.1121535301208496
2001-01-10,,2.430516242980957
2001-01-11,,2.8183498382568364
2001-01-12,,2.940161943435669
2001-01-13,,3.958523988723755
2001-01-14,,2.4111547470092773
2001-01-15,,2.3061094284057617
2001-01-16,,2.770160675048828
2001-01-17,,2.843015432357788
2001-01-18,,2.739513397216797
2001-01-19,,2.717393398284912
2001-01-20,,2.877723217010498
2001-01-21,,4.2287235260009775
2001-01-22,2.8,4.364665508270264
2001-01-23,,4.183833599090576
2001-01-24,,5.273601055145264
2001-01-25,,5.288305759429932
2001-01-26,,5.12827730178833
2001-01-27,,4.6624183654785165
2001-01-28,,3.403549909591675
2001-01-29,,2.5764870643615723
2001-01-30,,2.5192396640777592
2001-01-31,,2.315791606903076
2001-02-01,,2.728358030319214
2001-02-02,,2.7345902919769287
2001-02-03,,2.583883047103882
2001-02-04,,2.627317190170288
2001-02-05,,3.6655426025390634
2001-02-06,,4.249986648559569
2001-02-07,,4.232879161834717
2001-02-08,,3.819901943206787
2001-02-09,,2.9748730659484863
2001-02-10,,2.9663636684417725
2001-02-11,,2.9666450023651123
2001-02-12,,3.7133302688598633
2001-02-13,,3.70900297164917
2001-02-14,,2.705574512481689
2001-02-15,,4.99733304977417
2001-02-16,,4.997225761413574
2001-02-17,,7.519500732421875
2001-02-18,,6.66655158996582
2001-02-19,6.02,7.584026336669923
2001-02-20,,5.058115482330322
2001-02-21,,5.228439807891847
2001-02-22,,4.974574089050293
2001-02-23,,4.721565246582031
2001-02-24,,9.749303817749023
2001-02-25,,5.078491687774658
2001-02-26,,3.6061720848083496
2001-02-27,,3.606208086013794
2001-02-28,,3.2296326160430913
2001-03-01,,3.8937954902648926
2001-03-02,,4.055671215057373
2001-03-03,,4.518665790557861
2001-03-04,,4.5215115547180185
2001-03-05,,3.2199511528015137
2001-03-06,12.4,10.721364974975586
2001-03-07,,10.830066680908203
2001-03-08,,10.961274147033693
2001-03-09,,10.412679672241213
2001-03-10,,8.078750610351562
2001-03-11,,8.063526153564451
2001-03-12,,8.062136650085451
2001-03-13,,2.892133951187134
2001-03-14,,4.557751655578613
2001-03-15,,7.924412727355957
2001-03-16,,7.931281089782715
2001-03-17,,7.971800804138184
2001-03-18,,5.726378917694093
2001-03-19,,5.901957035064697
2001-03-20,14.4,6.700410842895508
2001-03-21,,5.84588623046875
2001-03-22,,5.318095207214356
2001-03-23,,4.3226094245910645
2001-03-25,,6.484793663024902
2001-03-26,,6.273703098297119
2001-03-27,,9.123808860778807
2001-03-28,,10.736063957214355
2001-03-29,,10.153181076049805
2001-03-30,,10.530742645263672
2001-03-31,,8.546599388122559
2001-04-01,,15.206579208374025
2001-04-02,,12.25169277191162
2001-04-03,,5.767110824584961
2001-04-04,,5.767099857330322
2001-04-05,16.6,5.8012542724609375
2001-04-06,,19.41464614868164
2001-04-07,,18.929895401000977
2001-04-08,,23.722753524780273
2001-04-09,,27.897031784057614
2001-04-10,,16.227880477905273
2001-04-11,,18.926204681396484
2001-04-12,,13.44154453277588
2001-04-13,,11.903544425964355
2001-04-14,,12.059562683105467
2001-04-15,,11.78603458404541
2001-04-16,,5.352623462677002
2001-04-17,,3.634156227111816
